Musteri_ID,Yas,Aylik_Harcama,Abonelik_Suresi_Ay,Destek_Talebi_Sayisi,Sehir,Uyelik_Tipi,Churn
976,28.0,,11.0,1.0,Eskişehir,Temel,0
977,48.0,427.95,3.0,3.0,Bursa,Premium,0
978,24.0,583.15,16.0,1.0,Eskişehir,Standart,1
979,60.0,506.39,11.0,,Bursa,Standart,0
980,44.0,427.35,10.0,2.0,İstanbul,Standart,0
981,51.0,353.91,45.0,0.0,İstanbul,Temel,0
982,64.0,,27.0,4.0,Ankara,Premium,0
983,18.0,391.09,56.0,1.0,Bursa,Temel,0
984,40.0,401.19,56.0,2.0,Bursa,Temel,0
985,47.0,679.62,9.0,5.0,Ankara,Premium,0
986,49.0,418.03,34.0,3.0,İstanbul,Standart,0
987,40.0,426.42,30.0,1.0,İzmir,Standart,1
988,44.0,481.58,48.0,2.0,İstanbul,Standart,0
989,21.0,590.12,55.0,1.0,İstanbul,Standart,0
990,,,53.0,1.0,Adana,Premium,1
991,47.0,,23.0,6.0,İzmir,Standart,0
992,60.0,518.3,2.0,1.0,Antalya,Premium,1
993,19.0,459.66,4.0,2.0,Adana,Temel,0
994,-5.0,212.49,2.0,2.0,İstanbul,Temel,0
995,61.0,637.13,3.0,1.0,Bursa,Standart,0
996,56.0,578.31,30.0,3.0,Eskişehir,Standart,1
997,19.0,461.62,22.0,4.0,Eskişehir,Standart,1
998,28.0,481.93,16.0,2.0,İzmir,Standart,1
999,40.0,487.79,3.0,4.0,İzmir,Temel,1
1000,52.0,646.04,32.0,2.0,Antalya,Standart,1
